X	Y	OBJECTID	Id	CaseNumber	OccurredDate	OccurredMonth	OccurredYear	DateOfDeath	DateOfDeathMonth	DateOfDeathYear	DateDifference	CaseStatus	Address	Latitude	Longitude	Section	Beat	WeaponCategory	VictimCount	ArresteeCount	Zipcode
-77.63934378	43.14331757	672	212	04-317815	2004-09-28T04:00:00.000Z	9	2004	2004-09-28T04:00:00.000Z	9	2004	0	OPEN	"286 KENWOOD AVE, ROCHESTER, NY, 14611"	43.143309	-77.639341	Genesee	223	Firearm	1		14611
-77.64722179	43.14516457	671	213	04-342346	2004-10-22T04:00:00.000Z	10	2004	2004-10-22T04:00:00.000Z	10	2004	0	OPEN	"71 SHERWOOD AVE, ROCHESTER, NY, 14619"	43.145156	-77.647219	Genesee	223	Other	1		14619
-77.61290878	43.18990758	670	214	04-363367	2004-11-10T05:00:00.000Z	11	2004	2004-11-10T05:00:00.000Z	11	2004	0	CLOSED	"1616 CLINTON AVE NORTH, ROCHESTER, NY, 14621"	43.189899	-77.612906	Clinton	207	Unknown	1	1	14621
-77.61282578	43.17237758	669	215	04-379027	2004-11-26T05:00:00.000Z	11	2004	2004-11-26T05:00:00.000Z	11	2004	0	OPEN	"765 CLINTON AVE NORTH, ROCHESTER, NY, 14605"	43.172369	-77.612823	Clinton	277	Firearm	1		14605
-77.62036078	43.14185557	668	216	04-398007	2004-12-14T05:00:00.000Z	12	2004	2004-12-14T05:00:00.000Z	12	2004	0	OPEN	"717 PLYMOUTH AVE SOUTH, ROCHESTER, NY, 14608"	43.141847	-77.620358	Genesee	233	Firearm	1		14608
-77.58796577	43.17071158	667	217	04-407662	2004-12-24T05:00:00.000Z	12	2004	2004-12-24T05:00:00.000Z	12	2004	0	CLOSED	"229 BAY ST, ROCHESTER, NY, 14605"	43.170703	-77.587963	Clinton	297	Firearm	1	1	14605
-77.60145777	43.16374458	664	220	04-409066	2004-12-27T05:00:00.000Z	12	2004	2005-01-07T05:00:00.000Z	1	2005	11	CLOSED	"328 NORTH ST, ROCHESTER, NY, 14605"	43.163736	-77.601455	Clinton	287	Firearm	1	1	14605
-77.61288778	43.14066057	666	218	04-412750	2004-12-31T05:00:00.000Z	12	2004	2005-01-01T05:00:00.000Z	1	2005	1	CLOSED	"24 SANFORD ST, ROCHESTER, NY, 14620"	43.140652	-77.612885	Genesee	263	Firearm	1	1	14620
-77.58503377	43.17909958	665	219	05-000239	2005-01-01T05:00:00.000Z	1	2005	2005-01-01T05:00:00.000Z	1	2005	0	CLOSED	"67 AURORA ST, ROCHESTER, NY, 14621"	43.179091	-77.585031	Clinton	267	Firearm	1	1	14621
-77.59423677	43.16153658	663	221	05-009606	2005-01-10T05:00:00.000Z	1	2005	2005-01-10T05:00:00.000Z	1	2005	0	OPEN	"137 WELD ST, ROCHESTER, NY, 14605"	43.161528	-77.594234	Clinton	297	Firearm	1		14605
-77.65184179	43.14400057	662	222	05-012572	2005-01-13T05:00:00.000Z	1	2005	2005-01-13T05:00:00.000Z	1	2005	0	CLOSED	"136 SALINA ST, ROCHESTER, NY, 14619"	43.143992	-77.651839	Genesee	223	Firearm	1	1	14619
-77.64799479	43.15750957	661	223	05-026561	2005-01-29T05:00:00.000Z	1	2005	2005-01-29T05:00:00.000Z	1	2005	0	CLOSED	"712 CAMPBELL ST, ROCHESTER, NY, 14611"	43.157501	-77.647992	Lake	281	Knife/Cutting Instrument	1	1	14611
-77.60506577	43.15525458	9	224	05-044106	2005-02-16T05:00:00.000Z	2	2005	2005-02-16T05:00:00.000Z	2	2005	0	CLOSED	"226 BROAD ST E, ROCHESTER, NY, 14604"	43.155246	-77.605063	Central	219	Knife/Cutting Instrument	1	1	14604
-77.63710278	43.13594557	543	310	05-052789	2005-02-25T05:00:00.000Z	2	2005	2006-10-29T04:00:00.000Z	10	2006	611	OPEN	"36 W HIGH TER, ROCHESTER, NY, 14619"	43.135937	-77.6371	Genesee	253	Firearm	1		14619
-77.63032778	43.14833357	623	225	05-053885	2005-02-26T05:00:00.000Z	2	2005	2005-02-26T05:00:00.000Z	2	2005	0	CLOSED	"25 ST CLAIR ST, ROCHESTER, NY, 14611"	43.148325	-77.630325	Genesee	213	Knife/Cutting Instrument	1	1	14611
-77.60003877	43.16333958	622	226	05-054370	2005-02-26T05:00:00.000Z	2	2005	2005-02-26T05:00:00.000Z	2	2005	0	CLOSED	"25 WELD ST, ROCHESTER, NY, 14605"	43.163331	-77.600036	Clinton	287	Firearm	1	1	14605
-77.63113078	43.13901457	621	227	05-061867	2005-03-06T05:00:00.000Z	3	2005	2005-03-06T05:00:00.000Z	3	2005	0	CLOSED	"72 SHELTER ST, ROCHESTER, NY, 14611"	43.139006	-77.631128	Genesee	253	Firearm	1	1	14611
-77.59926977	43.16905958	620	228	05-087653	2005-03-30T04:00:00.000Z	3	2005	2005-03-30T04:00:00.000Z	3	2005	0	CLOSED	"84 WILSON ST, ROCHESTER, NY, 14605"	43.169051	-77.599267	Clinton	287	Firearm	1	1	14605
-77.65214379	43.18363058	619	229	05-094950	2005-04-06T04:00:00.000Z	4	2005	2005-04-06T04:00:00.000Z	4	2005	0	OPEN	"108 NEWBURY ST, ROCHESTER, NY, 14613"	43.183622	-77.652141	Lake	221	Firearm	1		14613
-77.59500877	43.14713658	598	250	05-110887	2005-04-21T04:00:00.000Z	4	2005	2005-09-05T04:00:00.000Z	9	2005	137	CLOSED	"443 MONROE AVE, ROCHESTER, NY, 14607"	43.147128	-77.595006	Goodman	265	Physical	1	1	14607
-77.60706678	43.17237058	618	230	05-116564	2005-04-27T04:00:00.000Z	4	2005	2005-04-27T04:00:00.000Z	4	2005	0	CLOSED	"30 QUAMINA DR, ROCHESTER, NY, 14605"	43.172362	-77.607064	Clinton	277	Knife/Cutting Instrument	1	2	14605
-77.63321578	43.16934258	617	231	05-121662	2005-04-30T04:00:00.000Z	4	2005	2005-04-30T04:00:00.000Z	4	2005	0	OPEN	"231 SARATOGA AVE, ROCHESTER, NY, 14613"	43.169334	-77.633213	Lake	271	Firearm	1		14613
-77.59199977	43.14432457	616	232	05-142269	2005-05-18T04:00:00.000Z	5	2005	2005-05-18T04:00:00.000Z	5	2005	0	CLOSED	"44 AMHERST ST, ROCHESTER, NY, 14607"	43.144316	-77.591997	Goodman	265	Knife/Cutting Instrument	1	1	14607
-77.61913978	43.18850158	608	240	05-142897	2005-05-19T04:00:00.000Z	5	2005	2005-07-02T04:00:00.000Z	7	2005	44	OPEN	"31 STRONG ST, ROCHESTER, NY, 14621"	43.188493	-77.619137	Clinton	207	Firearm	1		14621
-77.62428078	43.18484458	615	233	05-144101	2005-05-19T04:00:00.000Z	5	2005	2005-05-19T04:00:00.000Z	5	2005	0	OPEN	"1564 ST PAUL ST, ROCHESTER, NY, 14621"	43.184836	-77.624278	Clinton	217	Firearm	1		14621
-77.62874378	43.14535057	614	234	05-176578	2005-06-14T04:00:00.000Z	6	2005	2005-06-14T04:00:00.000Z	6	2005	0	CLOSED	"480 JEFFERSON AVE, ROCHESTER, NY, 14608"	43.145342	-77.628741	Genesee	233	Unknown	1	1	14608
-77.58635877	43.18196958	613	235	05-177351	2005-06-15T04:00:00.000Z	6	2005	2005-06-15T04:00:00.000Z	6	2005	0	CLOSED	"9 RANDOLPH ST, ROCHESTER, NY, 14621"	43.181961	-77.586356	Clinton	237	Firearm	1	1	14621
-77.59755577	43.17865258	612	236	05-184604	2005-06-21T04:00:00.000Z	6	2005	2005-06-21T04:00:00.000Z	6	2005	0	OPEN	"463 WILKINS ST, ROCHESTER, NY, 14621"	43.178644	-77.597553	Clinton	257	Physical	1		14621
-77.62761178	43.13884757	611	237	05-186745	2005-06-23T04:00:00.000Z	6	2005	2005-06-23T04:00:00.000Z	6	2005	0	CLOSED	"58 NELLIS PARK, ROCHESTER, NY, 14608"	43.138839	-77.627609	Genesee	253	Knife/Cutting Instrument	1	1	14608
-77.62002978	43.17404158	610	238	05-189617	2005-06-25T04:00:00.000Z	6	2005	2005-06-25T04:00:00.000Z	6	2005	0	CLOSED	"44 EVERGREEN ST, ROCHESTER, NY, 14605"	43.174033	-77.620027	Clinton	277	Firearm	1	1	14605
-77.65103379	43.13124057	609	239	05-190732	2005-06-26T04:00:00.000Z	6	2005	2005-06-26T04:00:00.000Z	6	2005	0	CLOSED	"683 THURSTON RD, ROCHESTER, NY, 14619"	43.131232	-77.651031	Genesee	243	Firearm	1	1	14619
-77.61351878	43.18459558	607	241	05-199365	2005-07-02T04:00:00.000Z	7	2005	2005-07-02T04:00:00.000Z	7	2005	0	CLOSED	"1358 CLINTON AVE NORTH, ROCHESTER, NY, 14621"	43.184587	-77.613516	Clinton	217	Firearm	1	1	14621
-77.60813477	43.16679358	606	242	05-199685	2005-07-03T04:00:00.000Z	7	2005	2005-07-03T04:00:00.000Z	7	2005	0	OPEN	"77 KELLY ST, ROCHESTER, NY, 14605"	43.166785	-77.608132	Clinton	287	Firearm	1		14605
-77.60958978	43.17737358	605	243	05-206459	2005-07-09T04:00:00.000Z	7	2005	2005-07-09T04:00:00.000Z	7	2005	0	CLOSED	"18 LANGHAM ST, ROCHESTER, NY, 14621"	43.177365	-77.609587	Clinton	247	Firearm	1	1	14621
-77.64436079	43.14414057	604	244	05-217555	2005-07-18T04:00:00.000Z	7	2005	2005-07-18T04:00:00.000Z	7	2005	0	OPEN	"162 NORMANDY AVE, ROCHESTER, NY, 14619"	43.144132	-77.644358	Genesee	223	Firearm	1		14619
-77.63395678	43.18109558	583	265	05-221408	2005-07-21T04:00:00.000Z	7	2005	2005-11-16T05:00:00.000Z	11	2005	118	CLOSED	"152 DRIVING PARK AVE, ROCHESTER, NY, 14613"	43.181087	-77.633954	Lake	251	Physical	1	1	14613
-77.63873978	43.15158557	603	245	05-224140	2005-07-23T04:00:00.000Z	7	2005	2005-07-23T04:00:00.000Z	7	2005	0	CLOSED	"35 DANFORTH ST, ROCHESTER, NY, 14611"	43.151577	-77.638737	Genesee	203	Firearm	1	1	14611
-77.64557879	43.14491057	602	246	05-246716	2005-08-10T04:00:00.000Z	8	2005	2005-08-10T04:00:00.000Z	8	2005	0	CLOSED	"104 WOODBINE AVE, ROCHESTER, NY, 14619"	43.144902	-77.645576	Genesee	223	Firearm	1	1	14619
-77.63232678	43.13498157	601	247	05-260399	2005-08-22T04:00:00.000Z	8	2005	2005-08-22T04:00:00.000Z	8	2005	0	CLOSED	"42 ELGIN ST, ROCHESTER, NY, 14611"	43.134973	-77.632324	Genesee	253	Firearm	1	1	14611
-77.64569079	43.16979558	600	248	05-265968	2005-08-26T04:00:00.000Z	8	2005	2005-08-26T04:00:00.000Z	8	2005	0	CLOSED	"33 STERLING ST, ROCHESTER, NY, 14606"	43.169787	-77.645688	Lake	261	Firearm	1	1	14606
-77.63727979	43.18460858	599	249	05-267338	2005-08-28T04:00:00.000Z	8	2005	2005-08-28T04:00:00.000Z	8	2005	0	CLOSED	"247 PIERPONT ST, ROCHESTER, NY, 14613"	43.1846	-77.637277	Lake	231	Firearm	1	1	14613
-77.58964177	43.17703058	596	251	05-285202	2005-09-13T04:00:00.000Z	9	2005	2005-09-13T04:00:00.000Z	9	2005	0	CLOSED	"17 FERNWOOD AVE, ROCHESTER, NY, 14621"	43.177022	-77.589639	Clinton	267	Knife/Cutting Instrument	1	1	14621
-77.66598479	43.17382058	595	252	05-289160	2005-09-15T04:00:00.000Z	9	2005	2005-09-15T04:00:00.000Z	9	2005	0	OPEN	"1321 EMERSON ST, ROCHESTER, NY, 14606"	43.173812	-77.665982	Lake	241	Firearm	1		14606
-77.59559077	43.15676958	593	254	05-289745	2005-09-17T04:00:00.000Z	9	2005	2005-09-25T04:00:00.000Z	9	2005	8	CLOSED	"30 UNION ST NORTH, ROCHESTER, NY, 14607"	43.156761	-77.595588	Central	219	Knife/Cutting Instrument	1	2	14607
-77.60909478	43.25817259	594	253	05-297797	2005-09-24T04:00:00.000Z	9	2005	2005-09-24T04:00:00.000Z	9	2005	0	CLOSED	"4791 LAKE AVE, ROCHESTER, NY, 14612"	43.258164	-77.609092	Lake	201	Firearm	1	1	14612
-77.62579178	43.16298058	585	263	05-301249	2005-09-27T04:00:00.000Z	9	2005	2005-10-21T04:00:00.000Z	10	2005	24	CLOSED	"382 SMITH ST, ROCHESTER, NY, 14608"	43.162972	-77.625789	Central	209	Firearm	1	1	14608
-77.61237378	43.18096258	592	255	05-302860	2005-09-28T04:00:00.000Z	9	2005	2005-09-28T04:00:00.000Z	9	2005	0	CLOSED	"28 BISMARK TER, ROCHESTER, NY, 14621"	43.180954	-77.612371	Clinton	217	Firearm	1	2	14621
-77.64425979	43.15750757	591	256	05-305309	2005-09-30T04:00:00.000Z	9	2005	2005-09-30T04:00:00.000Z	9	2005	0	CLOSED	"592 CAMPBELL ST, ROCHESTER, NY, 14611"	43.157499	-77.644257	Lake	281	Firearm	1	1	14611
-77.58835877	43.17539458	590	257	05-306802	2005-10-02T04:00:00.000Z	10	2005	2005-10-02T04:00:00.000Z	10	2005	0	CLOSED	"1271 CLIFFORD AVE, ROCHESTER, NY, 14605"	43.175386	-77.588356	Clinton	267	Firearm	1	1	14605
-77.59997777	43.13919857	597	258	05-306890	2005-10-02T04:00:00.000Z	10	2005	2005-10-02T04:00:00.000Z	10	2005	0	OPEN	"791 MEIGS ST, ROCHESTER, NY, 14620"	43.13919	-77.599975	Goodman	265	Knife/Cutting Instrument	1		14620
-77.59360577	43.17513958	589	259	05-312986	2005-10-06T04:00:00.000Z	10	2005	2005-10-06T04:00:00.000Z	10	2005	0	CLOSED	"206 LINCOLN ST, ROCHESTER, NY, 14605"	43.175131	-77.593603	Clinton	277	Unknown	1	1	14605
-77.63247879	43.19671358	588	260	05-316833	2005-10-12T04:00:00.000Z	10	2005	2005-10-12T04:00:00.000Z	10	2005	0	CLOSED	"165 RIDGE RD WEST, ROCHESTER, NY, 14615"	43.196705	-77.632476	Lake	211	Firearm	2	1	14615
-77.59375677	43.18177058	587	261	05-317464	2005-10-12T04:00:00.000Z	10	2005	2005-10-12T04:00:00.000Z	10	2005	0	OPEN	"190 ROYCROFT DR, ROCHESTER, NY, 14621"	43.181762	-77.593754	Clinton	237	Firearm	1		14621
-77.64248679	43.15769458	586	262	05-318649	2005-10-13T04:00:00.000Z	10	2005	2005-10-13T04:00:00.000Z	10	2005	0	CLOSED	"524 CAMPBELL ST, ROCHESTER, NY, 14611"	43.157686	-77.642484	Lake	291	Firearm	1	1	14611
-77.63164978	43.15156857	550	301	05-326146	2005-10-21T04:00:00.000Z	10	2005	2006-07-15T04:00:00.000Z	7	2006	267	CLOSED	"706 MAIN ST WEST, ROCHESTER, NY, 14611"	43.15156	-77.631647	Genesee	213	Unknown	1	1	14611
-77.62771378	43.16568858	584	264	05-344508	2005-11-08T05:00:00.000Z	11	2005	2005-11-08T05:00:00.000Z	11	2005	0	CLOSED	"202 SPENCER ST, ROCHESTER, NY, 14608"	43.16568	-77.627711	Lake	271	Physical	1	1	14608
-77.62344578	43.17947058	582	266	05-355771	2005-11-19T05:00:00.000Z	11	2005	2005-11-19T05:00:00.000Z	11	2005	0	CLOSED	"54 AVENUE C, ROCHESTER, NY, 14621"	43.179462	-77.623443	Clinton	247	Knife/Cutting Instrument	1	1	14621
-77.62487878	43.15302457	581	267	05-362874	2005-11-28T05:00:00.000Z	11	2005	2005-11-28T05:00:00.000Z	11	2005	0	CLOSED	"458 MAIN ST WEST, ROCHESTER, NY, 14608"	43.153016	-77.624876	Genesee	213	Firearm	1	1	14608
-77.59927877	43.18455558	580	268	05-366385	2005-12-01T05:00:00.000Z	12	2005	2005-12-01T05:00:00.000Z	12	2005	0	OPEN	"6 SOBIESKI ST, ROCHESTER, NY, 14621"	43.184547	-77.599276	Clinton	227	Firearm	1		14621
-77.60354777	43.14419757	579	269	05-372164	2005-12-08T05:00:00.000Z	12	2005	2005-12-08T05:00:00.000Z	12	2005	0	OPEN	"272 AVERILL AVE, ROCHESTER, NY, 14620"	43.144189	-77.603545	Central	229	Knife/Cutting Instrument	1		14620
-77.63863679	43.18843658	8	270	05-382265	2005-12-19T05:00:00.000Z	12	2005	2005-12-19T05:00:00.000Z	12	2005	0	OPEN	"1210 DEWEY AVE, ROCHESTER, NY, 14613"	43.188428	-77.638634	Lake	231	Firearm	1		14613
-77.64166779	43.17881958	578	271	06-015948	2006-01-16T05:00:00.000Z	1	2006	2006-01-16T05:00:00.000Z	1	2006	0	CLOSED	"140 ORIOLE ST, ROCHESTER, NY, 14613"	43.178811	-77.641665	Lake	241	Firearm	1	1	14613
-77.65160379	43.16478458	546	306	06-016088	2006-01-16T05:00:00.000Z	1	2006	2006-10-01T04:00:00.000Z	10	2006	258	OPEN	"1018 LYELL AVE, ROCHESTER, NY, 14606"	43.164776	-77.651601	Lake	281	Firearm	1		14606
-77.61642278	43.17612158	577	272	06-017961	2006-01-18T05:00:00.000Z	1	2006	2006-01-18T05:00:00.000Z	1	2006	0	CLOSED	"60 LILL ST, ROCHESTER, NY, 14621"	43.176113	-77.61642	Clinton	247	Firearm	1	3	14621
-77.62073478	43.14357457	576	273	06-034712	2006-02-03T05:00:00.000Z	2	2006	2006-02-03T05:00:00.000Z	2	2006	0	CLOSED	"77 FROST AVE, ROCHESTER, NY, 14608"	43.143566	-77.620732	Genesee	233	Firearm	1	1	14608
-77.58062977	43.16722358	573	276	06-065007	2006-03-06T05:00:00.000Z	3	2006	2006-03-06T05:00:00.000Z	3	2006	0	OPEN	"720 GOODMAN ST NORTH, ROCHESTER, NY, 14609"	43.167215	-77.580627	Goodman	215	Firearm	1		14609
-77.63241378	43.13773357	572	277	06-068137	2006-03-09T05:00:00.000Z	3	2006	2006-03-09T05:00:00.000Z	3	2006	0	CLOSED	"353 MAGNOLIA ST, ROCHESTER, NY, 14611"	43.137725	-77.632411	Genesee	253	Firearm	1	3	14611
-77.63969579	43.17672858	571	278	06-089142	2006-03-29T04:00:00.000Z	3	2006	2006-03-29T04:00:00.000Z	3	2006	0	CLOSED	"365 GLENWOOD AVE, ROCHESTER, NY, 14613"	43.17672	-77.639693	Lake	241	Firearm	1	1	14613
-77.63547378	43.15817957	570	279	06-106736	2006-04-15T04:00:00.000Z	4	2006	2006-04-15T04:00:00.000Z	4	2006	0	OPEN	"331 ORANGE ST, ROCHESTER, NY, 14611"	43.158171	-77.635471	Lake	291	Firearm	1		14611
-77.58000077	43.17589258	569	280	06-113829	2006-04-25T04:00:00.000Z	4	2006	2006-04-26T04:00:00.000Z	4	2006	1	CLOSED	"1570 CLIFFORD AVE, ROCHESTER, NY, 14609"	43.175884	-77.579998	Clinton	267	Blunt Object	1	2	14609
-77.63771979	43.17918058	568	281	06-122282	2006-04-29T04:00:00.000Z	4	2006	2006-04-29T04:00:00.000Z	4	2006	0	CLOSED	"301 LEXINGTON AVE, ROCHESTER, NY, 14613"	43.179172	-77.637717	Lake	251	Firearm	1	1	14613
-77.59928077	43.17782458	567	283	06-125829	2006-05-02T04:00:00.000Z	5	2006	2006-05-02T04:00:00.000Z	5	2006	0	CLOSED	"725 HUDSON AVE, ROCHESTER, NY, 14621"	43.177816	-77.599278	Clinton	257	Knife/Cutting Instrument	1	1	14621
-77.62428078	43.18484458	566	284	06-129651	2006-05-06T04:00:00.000Z	5	2006	2006-05-06T04:00:00.000Z	5	2006	0	OPEN	"1564 ST PAUL ST, ROCHESTER, NY, 14621"	43.184836	-77.624278	Clinton	217	Firearm	1		14621
-77.58000577	43.17755658	565	285	06-130468	2006-05-07T04:00:00.000Z	5	2006	2006-05-07T04:00:00.000Z	5	2006	0	CLOSED	"84 JEROLD ST, ROCHESTER, NY, 14609"	43.177548	-77.580003	Clinton	267	Knife/Cutting Instrument	2	1	14609
-77.60376277	43.17697758	564	286	06-134333	2006-05-10T04:00:00.000Z	5	2006	2006-05-10T04:00:00.000Z	5	2006	0	CLOSED	"77 BERNARD ST, ROCHESTER, NY, 14621"	43.176969	-77.60376	Clinton	257	Knife/Cutting Instrument	1	1	14621
-77.59784777	43.16260358	563	287	06-146601	2006-05-12T04:00:00.000Z	5	2006	2006-05-12T04:00:00.000Z	5	2006	0	CLOSED	"71 WELD ST, ROCHESTER, NY, 14605"	43.162595	-77.597845	Clinton	287	Physical	1	1	14605
-77.59237477	43.18231058	562	288	06-149974	2006-05-24T04:00:00.000Z	5	2006	2006-05-25T04:00:00.000Z	5	2006	1	CLOSED	"242 DURNAN ST, ROCHESTER, NY, 14621"	43.182302	-77.592372	Clinton	237	Firearm	1	1	14621
-77.60991478	43.17577958	561	289	06-163153	2006-06-04T04:00:00.000Z	6	2006	2006-06-04T04:00:00.000Z	6	2006	0	CLOSED	"5 DE JONGE ST, ROCHESTER, NY, 14621"	43.175771	-77.609912	Clinton	247	Firearm	1	1	14621
-77.59197277	43.19039758	560	290	06-173991	2006-06-13T04:00:00.000Z	6	2006	2006-06-13T04:00:00.000Z	6	2006	0	CLOSED	"720 CARTER ST, ROCHESTER, NY, 14621"	43.190389	-77.59197	Clinton	237	Other	1	1	14621
-77.62808878	43.15290057	559	291	06-189591	2006-06-25T04:00:00.000Z	6	2006	2006-06-25T04:00:00.000Z	6	2006	0	CLOSED	"7 MADISON ST, ROCHESTER, NY, 14608"	43.152892	-77.628086	Genesee	213	Firearm	1	1	14608
-77.64243979	43.16181058	558	292	06-192437	2006-06-27T04:00:00.000Z	6	2006	2006-06-27T04:00:00.000Z	6	2006	0	CLOSED	"115 MURRAY ST, ROCHESTER, NY, 14606"	43.161802	-77.642437	Lake	281	Firearm	1	1	14606
-77.63821579	43.16710858	556	294	06-199321	2006-07-03T04:00:00.000Z	7	2006	2006-07-03T04:00:00.000Z	7	2006	0	CLOSED	"3 ELSDON ST, ROCHESTER, NY, 14606"	43.1671	-77.638213	Lake	261	Firearm	1	2	14606
-77.58167577	43.17045558	557	293	06-200074	2006-07-03T04:00:00.000Z	7	2006	2006-07-03T04:00:00.000Z	7	2006	0	CLOSED	"149 SEVENTH ST, ROCHESTER, NY, 14605"	43.170447	-77.581673	Clinton	297	Firearm	1	1	14605
-77.60156577	43.15579858	555	295	06-200522	2006-07-04T04:00:00.000Z	7	2006	2006-07-04T04:00:00.000Z	7	2006	0	OPEN	"15 LAWN ST, ROCHESTER, NY, 14607"	43.15579	-77.601563	Central	219	Firearm	1		14607
-77.59411577	43.14281957	554	297	06-206481	2006-07-09T04:00:00.000Z	7	2006	2006-07-09T04:00:00.000Z	7	2006	0	CLOSED	"556 GOODMAN ST S, ROCHESTER, NY, 14607"	43.142811	-77.594113	Goodman	265	Firearm	1	1	14607
-77.62026478	43.18245458	552	299	06-207574	2006-07-10T04:00:00.000Z	7	2006	2006-07-10T04:00:00.000Z	7	2006	0	CLOSED	"447 CONKEY AVE, ROCHESTER, NY, 14621"	43.182446	-77.620262	Clinton	217	Knife/Cutting Instrument	1	1	14621
-77.62794678	43.18104758	553	298	06-208618	2006-07-10T04:00:00.000Z	7	2006	2006-07-10T04:00:00.000Z	7	2006	0	CLOSED	"3 DRIVING PARK AVE, ROCHESTER, NY, 14613"	43.181039	-77.627944	Clinton	247	Firearm	1	1	14613
-77.60566177	43.17368058	551	300	06-208711	2006-07-11T04:00:00.000Z	7	2006	2006-07-11T04:00:00.000Z	7	2006	0	CLOSED	"3 HIXSON ST, ROCHESTER, NY, 14605"	43.173672	-77.605659	Clinton	277	Firearm	2	1	14605
-77.63854479	43.18654158	549	303	06-256400	2006-08-18T04:00:00.000Z	8	2006	2006-08-23T04:00:00.000Z	8	2006	5	CLOSED	"1126 DEWEY AVE, ROCHESTER, NY, 14613"	43.186533	-77.638542	Lake	231	Firearm	1	1	14613
-77.63772278	43.12861757	548	304	06-279643	2006-09-08T04:00:00.000Z	9	2006	2006-09-08T04:00:00.000Z	9	2006	0	OPEN	"1099 GENESEE ST, ROCHESTER, NY, 14611"	43.128609	-77.63772	Genesee	243	Firearm	1		14611
-77.60881578	43.16660558	547	305	06-287156	2006-09-15T04:00:00.000Z	9	2006	2006-09-15T04:00:00.000Z	9	2006	0	CLOSED	"59 KELLY ST, ROCHESTER, NY, 14605"	43.166597	-77.608813	Clinton	287	Firearm	1	1	14605
-77.54665775	43.14633158	545	307	06-308331	2006-10-04T04:00:00.000Z	10	2006	2006-10-04T04:00:00.000Z	10	2006	0	OPEN	"112 BOBRICH DR, ROCHESTER, NY, 14610"	43.146323	-77.546655	Goodman	235	Firearm	1		14610
-77.60895677	43.16798658	544	308	06-312999	2006-10-09T04:00:00.000Z	10	2006	2006-10-09T04:00:00.000Z	10	2006	0	CLOSED	"56 KELLY ST, ROCHESTER, NY, 14605"	43.167978	-77.608954	Clinton	287	Knife/Cutting Instrument	1	1	14605
-77.63590678	43.14423157	542	311	06-340931	2006-11-05T04:00:00.000Z	11	2006	2006-11-05T04:00:00.000Z	11	2006	0	OPEN	"300 GENESEE ST, ROCHESTER, NY, 14611"	43.144223	-77.635904	Genesee	223	Firearm	1		14611
-77.57767676	43.16436858	540	313	06-342151	2006-11-08T05:00:00.000Z	11	2006	2006-11-06T05:00:00.000Z	11	2006	-2	CLOSED	"125 GRAND AVE, ROCHESTER, NY, 14609"	43.16436	-77.577674	Goodman	225	Firearm	1	4	14609
-77.61128178	43.18215158	541	312	06-342860	2006-11-06T05:00:00.000Z	11	2006	2006-11-06T05:00:00.000Z	11	2006	0	CLOSED	"343 REMINGTON ST, ROCHESTER, NY, 14621"	43.182143	-77.611279	Clinton	217	Knife/Cutting Instrument	1	1	14621
-77.58715477	43.17070758	539	314	06-344672	2006-11-08T05:00:00.000Z	11	2006	2006-11-08T05:00:00.000Z	11	2006	0	CLOSED	"257 BAY ST, ROCHESTER, NY, 14605"	43.170699	-77.587152	Clinton	297	Firearm	1	1	14605
-77.60882577	43.14474657	538	315	06-345173	2006-11-09T05:00:00.000Z	11	2006	2006-11-09T05:00:00.000Z	11	2006	0	OPEN	"51 HAMILTON ST, ROCHESTER, NY, 14620"	43.144738	-77.608823	Central	229	Firearm	2		14620
-77.64049279	43.17586158	537	316	06-346790	2006-11-10T05:00:00.000Z	11	2006	2006-11-10T05:00:00.000Z	11	2006	0	CLOSED	"8 FINCH ST, ROCHESTER, NY, 14613"	43.175853	-77.64049	Lake	241	Firearm	1	1	14613
-77.64051179	43.19564458	7	317	06-354378	2006-11-18T05:00:00.000Z	11	2006	2006-11-18T05:00:00.000Z	11	2006	0	OPEN	"238 AVIS ST, ROCHESTER, NY, 14615"	43.195636	-77.640509	Lake	211	Firearm	1		14615
-77.59523977	43.18117658	536	318	06-354788	2006-11-18T05:00:00.000Z	11	2006	2006-11-18T05:00:00.000Z	11	2006	0	CLOSED	"1022 AVENUE D, ROCHESTER, NY, 14621"	43.181168	-77.595237	Clinton	257	Unknown	1	1	14621
-77.56761776	43.16271058	535	319	06-359691	2006-11-23T05:00:00.000Z	11	2006	2006-11-23T05:00:00.000Z	11	2006	0	OPEN	"247 CEDARWOOD TER, ROCHESTER, NY, 14609"	43.162702	-77.567615	Goodman	225	Firearm	1		14609
-77.56699876	43.16803358	534	320	06-390842	2006-12-22T05:00:00.000Z	12	2006	2006-12-22T05:00:00.000Z	12	2006	0	CLOSED	"293 ROSEWOOD TER, ROCHESTER, NY, 14609"	43.168025	-77.566996	Goodman	215	Knife/Cutting Instrument	1	1	14609
-77.65119179	43.13415657	533	321	07-002040	2007-01-03T05:00:00.000Z	1	2007	2007-01-03T05:00:00.000Z	1	2007	0	OPEN	"537 THURSTON RD, ROCHESTER, NY, 14619"	43.134148	-77.651189	Genesee	243	Firearm	1		14619
-77.59853877	43.14855958	532	322	07-003844	2007-01-04T05:00:00.000Z	1	2007	2007-01-04T05:00:00.000Z	1	2007	0	OPEN	"185 ALEXANDER ST, ROCHESTER, NY, 14607"	43.148551	-77.598536	Central	229	Physical	1		14607
